"Username","Content","Date","Rating","Source","Engagement"
"Carlos Adan","Matthew assisted us with a commemorative photograph that was damaged when delivered. Matthew quickly resolved the problem by sending a replacement photo and arranging a return of the damaged item.",2023-01-16,5,"Trust Pilot",NA
"Carla Fleenor","The shirt came on time so had no problem with delivery but the print on the shirt looks like an iron on and crooked.I thought I was ordering a quality Nike shirt,it says Nike but I don't think it is.Very  dissatisfied with quality.",2023-01-15,2,"Trust Pilot",NA
"Greg Neal","I ordered an XXL OU hoodie ""to support our troops. The item I received wouldn't fit a 12 year old and proudly proclaimed ""made in China."" At 240 pounds I don't need a belly shirt and I have no desire to support troops in China.",2023-01-14,1,"Trust Pilot",NA
"Mohd Imran  Zainal Abidin","I’m from Malaysia. I purchased Juventus 3rd kit. Payment made on 30 December, the next day status change from processing to shipped. I’m impressed. I received the jersey on 12 January safely.  👍🏻👍🏻👍🏻",2023-01-14,5,"Trust Pilot",NA
"Dawn Stevenson","Avoid this company at all cost.I have no idea how a bunch of con artists manage to still be operating. I placed my order 41 days ago according to there site it's a 1-3day delivery schedule from when it leaves their warehouse I have still not received my order. I found out my order was moved from the UK site to the US one .they constantly refuse my request for a refund. I've been told the only way to get a refund is to pay to return an item I haven't received. I hope the company's that have given fanatics any of their distribution rights see all the negative reviews and take the appropriate steps to shut down this sham of a business.",2023-01-14,1,"Trust Pilot",NA
"Beatriz","Terrible. After 1 month still waiting to receive product I bought online. No information, no way to follow up. Seems like a scam.",2023-01-14,1,"Trust Pilot",NA
"Hannah","This place is a joke. I ordered a jersey specifically from them in Black Friday because they only had one “in stock”   It is now 1/13/2023 and I still don’t have the jersey. Apparently according to customer service it is a manufacturer item. So fanatics is allowed to sell items that they don’t even have in stock. Even though on their site it say it is in stock. There has been managers that have reached out to “escalate” the problem.  And the answer is still “well we just can’t get you the item”. The entire hockey season is going to be over before we even get the jersey. This place is a joke and I should be getting the jersey for free at this point. Don’t bother answering my review with a “hey we’re sorry, email us” I already have with no resolution. Do better and get me my jersey.365-3034-3099Well Ryan, I’m sure you’ll tell me what Adam, Nelson, and Diana have all told me. You can’t get the order shipped till 2/28 which is 4 months of waiting. And a $50 refund isn’t gonna do anything to fix that.",2023-01-13,1,"Trust Pilot",NA
"fd","This is hands down the worst online shopping service I have ever used. Ordered a jersey late November and as of today is still ""in processing"", when just the day before a rep lied to me that it would be arriving on the 13th. They don't care about customers whatsoever. Scam company.",2023-01-13,1,"Trust Pilot",NA
"Ellis Walsh","Ordered over a week ago emailed them to be told its not in stock even tho it did not say out of stock online, was told they don’t know when it will be in stock ? Still haven’t been given a refund. They take your money for items they don’t even have",2023-01-13,1,"Trust Pilot",NA
"Rachael Knowles","Absolutely shocking company and service. Order never turned up with no notification of it being lost or delayed. Very difficult to get in touch with customer services, and when I eventually did I received false promises of the parcel being resent on 3 occasions. The item was ordered as a birthday gift for a family member, so I’m extremely disappointed and without a gift with no option to reorder the same item due to long lead times! So now I’m without an order and also without the money I paid for the order, with no resolution. Not happy and this company are far from recommended!",2023-01-13,1,"Trust Pilot",NA
